Name	Raw 0	Raw 1	Raw 2	Raw 3	Raw 4	Raw 5	Raw 6	Raw 7	Raw 8	Raw 9	Raw 10	Raw 11
SW1353 Sorafenib 3	1	0.918	1.0282	0.9665	0.9846	0.9909	1.0285	0.9085	0.9673	1.0663	0.8666	0.3843
SW1353 Sulfatinib 1	1	0.9952	0.9462	0.9414	0.9552	0.9694	0.9113	0.9672	0.9139	0.8798	0.8668	0.5889
SW1353 Sulfatinib 2	1	0.9476	0.9234	0.9523	0.9353	0.9367	0.9172	0.9835	0.9237	0.9333	0.8281	0.5427
SW1353 Sulfatinib 3	1	0.8651	0.8643	0.8802	0.9327	1.0193	0.9372	0.9398	0.9548	0.9049	0.8395	0.5626
SW1353 Sunitinib 1	1	1.0036	1.0529	1.0385	0.9838	1.0014	1.0064	0.9853	1.0121	1.0172	0.0123	0.0073
SW1353 Sunitinib 2	1	0.9712	0.9939	0.9612	1.0139	0.9651	0.9549	0.9493	0.98	0.9018	0.0248	0.0069
SW1353 Sunitinib 3	1	0.9585	0.9352	0.9045	0.9528	0.8865	0.9545	1.0096	1.0077	1.0437	0.0138	0.0071
SW1353 Talazoparib 1	1	1.0873	1.061	1.0462	0.999	0.9846	0.8872	0.8995	0.7905	0.7416	0.6551	0.569
SW1353 Talazoparib 2	1	1.068	1.1069	1.1287	1.0888	1.005	0.956	0.9158	0.8663	0.7432	0.7002	0.6836
SW1353 Talazoparib 3	1	1.0374	1.0999	1.0235	0.9895	1.0068	0.9152	0.8509	0.784	0.7731	0.6818	0.6468
SW1353 Taselisib 1	1	0.9473	0.9223	0.9813	0.9573	0.8383	0.8383	0.811	0.7702	0.7122	0.6227	0.4764
SW1353 Taselisib 2	1	0.9422	0.9561	0.9372	0.9719	0.8881	0.8373	0.7905	0.77	0.6707	0.5853	0.469
SW1353 Taselisib 3	1	0.8846	0.9199	0.9394	0.9834	0.9243	0.8922	0.7524	0.7466	0.6871	0.5886	0.461
SW1353 Tazemetostat 1	1	1.0986	1.0674	1.071	1.054	1.0627	1.0661	1.0553	1.0621	1.0087	1.0758	0.9772
SW1353 Tazemetostat 2	1	1.0816	1.0619	1.0619	1.1097	1.0137	1.0716	1.0145	1.0106	1.0354	0.9614	0.9726
SW1353 Tazemetostat 3	1	1.0485	0.9949	1.0615	1.0896	1.0618	1.1299	1.0693	1.043	1.0268	1.034	1.0243
SW1353 Temsirolimus 1	1	0.9267	0.8937	0.8811	0.8203	0.7839	0.7493	0.6795	0.6333	0.5795	0.544	0.1452
SW1353 Temsirolimus 2	1	0.9166	0.8919	0.8878	0.8579	0.8366	0.759	0.7261	0.6736	0.6681	0.6268	0.1639
SW1353 Temsirolimus 3	1	0.8328	0.7911	0.7111	0.6652	0.6159	0.651	0.6348	0.6857	0.6423	0.6342	0.1383
SW1353 Tepotinib 1	1	1.0315	1.0329	1.029	1.0015	1.0119	1.0261	0.9742	1.0025	0.9831	1.0079	0.6851
SW1353 Tepotinib 2	1	1.028	1.0102	1.0054	1.0034	0.9564	0.9781	0.9182	0.9937	0.9007	0.9606	0.6598
SW1353 Tepotinib 3	1	1.0156	1.0056	0.9877	1.0342	0.9848	0.9585	0.9616	0.9316	0.906	0.9623	0.3731
SW1353 Tideglusib 1	1	1.1136	1.063	1.0698	1.0372	0.9848	1.0411	1.048	0.9105	0.9964	0.9956	0.9317
SW1353 Tideglusib 2	1	1.0661	1.0679	1.0472	1.0121	1.042	1.0283	1.0114	0.9739	1.0219	1.0036	0.8172
SW1353 Tideglusib 3	1	1.0395	1.0238	1.1084	1.0625	1.0414	1.068	1.041	1.0127	1.0261	0.9621	0.7308
SW1353 Tivantinib 1	1	1.0284	0.9482	0.994	0.9973	0.959	0.9637	0.9481	0.872	0.6742	0.4559	0.4556
SW1353 Tivantinib 2	1	0.9929	0.9497	1.0226	0.9312	1.039	0.9296	0.9893	0.9005	0.647	0.4598	0.4347
SW1353 Tivantinib 3	1	0.9244	0.9348	0.9373	0.9523	0.9727	0.9944	0.9268	0.8669	0.6782	0.4341	0.47
SW1353 Tivozanib 1	1	0.987	1.0206	0.9848	0.9963	1.0347	0.9877	0.9918	1.0383	1.0137	0.9009	0.5725
SW1353 Tivozanib 2	1	0.9862	0.9801	0.9962	0.9993	1.0149	1.0158	1.0326	1.028	1.0205	0.8944	0.592
SW1353 Tivozanib 3	1	0.9359	0.9494	0.9151	0.8871	0.9702	0.9599	1.0007	1.0679	1.1108	0.8966	0.5823
SW1353 Tofacitinib 1	1	1.1067	1.1041	1.0659	1.0605	1.0302	1.0291	1.0214	1.0399	1.0585	1.0278	0.9133
SW1353 Tofacitinib 2	1	1.0674	0.9979	0.9965	1.0497	0.965	0.981	0.9907	0.9714	0.9573	0.9853	0.8943
SW1353 Tofacitinib 3	1	1.0616	1.1013	1.0142	1.0095	0.9615	1.0385	0.9556	1.0085	0.9769	0.998	0.8459
SW1353 Trametinib 1	1	1.0399	1.0221	0.9531	0.8718	0.7428	0.7011	0.6475	0.6	0.5569	0.5497	0.4892
SW1353 Trametinib 2	1	1.0293	1.0417	0.958	0.8451	0.7596	0.714	0.6106	0.6138	0.5567	0.5568	0.5109
SW1353 Trametinib 3	1	0.9922	0.9764	0.9135	0.8677	0.7317	0.6555	0.6669	0.624	0.6006	0.5508	0.5273
SW1353 Tucatinib 1	1	1.1161	1.0195	1.0777	1.0837	1.0303	0.9509	0.9454	0.8848	0.8826	0.8244	0.9319
SW1353 Tucatinib 2	1	1.0527	1.074	1.0261	1.051	0.996	0.9014	0.9014	0.875	0.793	0.9218	0.9468
SW1353 Tucatinib 3	1	1.0111	1.0259	1.0771	0.9993	0.9407	0.9416	0.9609	0.9247	0.8884	0.9461	0.9284
SW1353 Umbralisib 1	1	1.1231	1.0603	1.0272	1.0327	1.0623	1.0294	0.9791	0.9739	0.9804	0.9039	0.8868
SW1353 Umbralisib 2	1	1.0128	1.0012	1.0343	1.0429	1.0225	0.9285	1.0362	0.96	0.9519	0.9939	0.8884
SW1353 Umbralisib 3	1	0.9558	1.0348	1.0335	1.1043	1.0107	1.0561	1.0144	0.9439	0.9762	0.9398	0.8847
SW1353 Upadacitinib 1	1	1.0525	1.0619	1.0205	1.0384	0.9992	1.0263	0.9923	0.9352	0.9158	0.8251	0.669
SW1353 Upadacitinib 2	1	1.0484	1.0046	0.9854	1.0679	1.036	1.0346	1.0017	0.9349	0.9424	0.8679	0.6905
SW1353 Upadacitinib 3	1	1.0055	1.0526	1.0519	1.015	0.9546	0.9839	1.0103	0.9547	0.9514	0.8267	0.6987
SW1353 Vactosertib 1	1	0.9126	1.0107	0.854	0.7977	0.8609	0.9204	0.9644	0.9019	0.9305	0.8594	0.8554
SW1353 Vactosertib 2	1	0.9117	0.9627	0.943	0.9661	0.9857	0.9996	0.9885	0.9618	1.0247	0.9347	0.8725
SW1353 Vactosertib 3	1	0.8868	0.9171	0.8721	0.9698	0.9933	0.9403	0.9263	0.973	0.9492	0.8854	0.8968
SW1353 Vandetanib 1	1	0.9776	0.9749	0.9839	0.9717	0.9645	0.9863	0.9898	0.9264	0.9134	0.5746	0.0123
SW1353 Vandetanib 2	1	0.9583	0.9693	0.9338	0.9867	1.0099	0.9227	0.9743	0.9188	0.9345	0.5376	0.0139
SW1353 Vandetanib 3	1	0.9212	0.9424	0.9045	1.007	0.9546	0.9455	0.9056	0.9284	0.9107	0.5605	0.0167
SW1353 Varlitinib 1	1	1.0582	1.0117	0.9636	1.0629	0.9429	1.0378	1.0014	0.8877	0.8446	0.8445	0.7677
SW1353 Varlitinib 2	1	1.0271	0.9809	0.9575	1.0201	0.9949	0.9709	0.9131	0.875	0.8543	0.8161	0.7299
SW1353 Varlitinib 3	1	0.9979	0.9502	0.9823	1.0359	0.9973	1.0289	0.9279	0.8942	0.7734	0.7751	0.7173
SW1353 Vatalanib 1	1	0.9834	0.979	0.9092	0.9636	0.9107	0.9679	0.9386	0.9784	0.9041	0.9673	0.859
SW1353 Vatalanib 2	1	0.975	0.981	0.9179	0.921	0.9108	0.9521	0.9459	0.9924	0.9249	0.9283	0.9031
SW1353 Vatalanib 3	1	0.9702	0.9757	0.9889	1.0003	0.9833	0.9567	1.0139	0.9622	0.9616	0.9066	0.8806
SW1353 Vemurafenib 1	1	0.9857	1.0154	0.9924	1.0089	1.0051	1.0186	0.9859	0.9752	0.9281	0.6763	0.4217
SW1353 Vemurafenib 2	1	0.9674	1.0064		0.9491	1.0272	0.9782	0.932	1.014	0.9386	0.7089	0.691
SW1353 Vemurafenib 3	1	0.922	0.9165	0.9383	0.9051	1.0107	0.9815	0.9289	0.9537	0.9091	0.7232	0.5874
SW1353 Volasertib 1	1	0.9971	0.9351		0.899	0.8947	0.9339	0.6221	0.4838	0.4382	0.3681	0.0611
SW1353 Volasertib 2	1	0.9866	0.9618	0.9646	0.9809	0.998	0.9111	0.6287	0.4997	0.4428	0.3746	0.0623
SW1353 Volasertib 3	1	0.9323	0.9636	0.9247	0.9677	0.982	0.8625	0.6543	0.5751	0.4448	0.371	0.0656
SW1353 Volitinib 1	1	1.0427	1.0152	1.0287	1.0312	1.0034	1.0091	0.9582	0.9482	1.0131	0.9979	0.9991
SW1353 Volitinib 2	1	0.9965	0.9956	0.9744	0.9945	0.9787	0.9481	1.0401	1.0009	1.0256	0.9472	1.0418
SW1353 Volitinib 3	1	0.9789	1.0135	0.9898	1.0219	1.0641	1.0433	1.0335	0.9795	1.0452	1.0148	1.007
SW1353 Zanubrutinib 1	1	1.1282	1.0832	1.0462	1.0384	1.0491	1.0254	0.9938	0.9269	0.9764	0.8718	0.6472
SW1353 Zanubrutinib 2	1	1.0766	1.0726	1.0707	1.0646	1.0561	1.0825	1.0487	0.9735	0.8639	0.8192	0.6831
SW1353 Zanubrutinib 3	1	0.9975	0.9951	1.0031	0.9889	0.977	0.9962	1.0039	0.9938	0.9107	0.7921	0.6395
SW684 AZD-0156 1	1	1.1932	1.122	1.2707	1.2525	1.1643	1.1908	0.9875	1.0727	0.8232	1.0058	0.8482
SW684 AZD-0156 2	1	1.1547	1.1958	1.1131	1.2179	1.1213	1.1065	0.9711	0.9441	0.8135	0.9398	0.8107
SW684 AZD-0156 3	1	1.1181	1.1902	1.1287	1.1113	1.1082	1.1723	1.0235	0.8724	0.8684	0.8086	0.7062
SW684 AZD-3759 1	1	1.2024	1.1429	1.1499	1.1607	1.1579	1.1631	1.1175	1.1591	1.1781	1.1539	1.0938
SW684 AZD-3759 2	1	1.1304	1.2071	1.1821	1.143	1.1669	1.1173	1.0764	1.1157	1.1562	1.0615	0.9913
SW684 AZD-3759 3	1	1.0802	1.1264	1.1337	1.0933	1.1359	1.0726	1.1368	1.1467	1.1446	1.077	1.0668
SW684 AZD-4547 1	1	1.1528	1.1265	1.1375	1.1748	1.0827	1.0862	1.0987	1.0944	1.092	1.074	1.0479
SW684 AZD-4547 2	1	1.1102	1.1334	1.1101	1.1354	1.0515	1.0325	1.0151	1.0375	1.1257	1.0382	0.9464
SW684 AZD-4547 3	1	1.0582	1.0281	1.1	1.1086	1.0875	1.0921	1.0762	1.0463	1.025	1.1187	1.0034
SW684 Abemaciclib 1	1	1.1718	1.2018	1.1464	1.1579	1.0873	1.1639	1.0468	0.9385	0.7793	0.8502	0.8186
SW684 Abemaciclib 2	1	1.1136	1.0927	1.075	1.0912	1.0513	1.0611	0.9948	0.8264	0.7541	0.8016	0.7941
SW684 Abemaciclib 3	1	1.1052	1.1909	1.1655	1.1049	1.1516	1.1173	1.0675	0.9168	0.8105	0.8453	0.8625
SW684 Abrocitinib 1	1	1.1555	1.1616	1.2085	1.223	1.1551	1.1665	1.2052	1.2201	1.1478	1.1525	1.1492
SW684 Abrocitinib 2	1	1.1314	1.1194	1.0747	1.0946	1.0832	1.1177	1.109	1.1876	1.1093	1.0489	1.0594
SW684 Abrocitinib 3	1	1.0559	1.0906	1.0733	1.1321	1.1156	1.1127	1.115	1.0771	1.0693	1.0621	1.0206
SW684 Acalabrutinib 1	1	1.1226	1.1604	1.0987	1.1551	1.1474	1.0973	1.1208	1.1835	1.1674	1.1702	1.1535
SW684 Acalabrutinib 2	1	1.1204	1.1467	1.1569	1.1534	1.1503	1.1486	1.1376	1.1669	1.1601	1.1414	1.0249
SW684 Acalabrutinib 3	1	1.0918	1.1163	1.016	1.0864	1.0808	1.0676	1.0704	1.093	1.1054	1.0622	1.055
SW684 Afatinib 1	1	1.2117	1.2234	1.2684	1.2039	1.1746	1.1012	1.1015	0.9871	0.8068	0.5214	0.3726
SW684 Afatinib 2	1	1.1931	1.1755	1.1594	1.1596	1.1166	1.148	1.0673	1.0489	0.8273	0.5116	0.0685
SW684 Afatinib 3	1	1.1261	1.1488	1.2649	1.1794	1.1391	1.1553	1.1419	1.0877	0.8129	0.5492	0.1673
SW684 Alectinib 1	1	1.1672	1.1971	1.096	1.1419	1.1957	1.2628	1.2173	1.2665	1.1854	1.143	1.205
SW684 Alectinib 2	1	1.1664	1.1176	1.1513	1.122	1.2484	1.2587	1.2681	1.2561	1.2654	1.1849	1.2022
SW684 Alectinib 3	1	1.1021	1.067	1.0877	1.1229	1.1317	1.0876	1.1581	1.1355	1.1609	1.152	1.1337
SW684 Alisertib 1	1	1.1904	1.204	1.1745	1.1732	1.1653	1.1406	1.0529	1.0137	1.0234	1.0268	0.9271
SW684 Alisertib 2	1	1.1705	1.1033	1.2059	1.136	1.0862	1.0684	1.0302	1.0017	0.9347	0.8529	0.8217
SW684 Alisertib 3	1	1.1262	1.1933	1.1698	1.1266	1.0609	1.075	0.9544	1.0161	0.9905	0.8763	0.8568
SW684 Alpelisib 1	1	1.1473	1.0979	1.188	1.2271	1.0785	1.0202	1.1119	0.9871	0.8652	0.6183	0.4282
SW684 Alpelisib 2	1	1.0592	1.1745	1.1129	1.1166	1.1878	1.0623	1.0947	0.9391	0.8832	0.6691	0.4873
SW684 Alpelisib 3	1	1.0494	1.1027	1.0708	1.1141	1.0109	1.0669	0.9983	0.9772	0.8806	0.6412	0.4232
SW684 Anlotinib 1	1	1.1882	1.1414	1.0895	1.1371	1.146	1.1655	1.1533	1.1214	1.0831	0.8456	0.529
SW684 Anlotinib 2	1	1.1676	1.0625	1.1344	1.102	1.1252	1.138	1.1122	1.138	1.0662	0.8824	0.4848
SW684 Anlotinib 3	1	1.1048	1.054	1.1146	1.0967	1.0752	1.1097	1.1244	1.0788	1.0486	0.8141	0.4912
SW684 Apatinib 1	1	1.0947	1.1731	1.0836	1.1111	1.083	1.0822	1.1121	1.0448	1.0965	1.0794	1.0875
SW684 Apatinib 2	1	1.0594	1.1149	1.0471	1.1006	1.0989	1.1441	1.1191	1.1057	1.0695	1.1131	1.0006
SW684 Apatinib 3	1	0.9519	1.0242	1.0451	1.0399	1.0735	1.0479	1.0669	1.0084	1.0431	0.971	0.9679
SW684 Asciminib 1	1	1.1378	1.0737	1.1439	1.0604	1.0103	1.1053	1.1267	1.2375	1.18	1.098	0.6077
SW684 Asciminib 2	1	1.0867	1.0745	1.1172	1.0993	1.1454	1.109	1.2035	1.2518	1.2239	1.1607	0.6409
SW684 Asciminib 3	1	1.0387	1.0316	1.0004	1.109	1.07	1.0916	1.1618	1.2127	1.1408	1.071	0.6315
SW684 Avapritinib 1	1	1.0631	1.0518	1.1085	1.0796	1.0156	0.9963	1.0122	1.0197	0.9975	1.031	0.9567
SW684 Avapritinib 2	1	1.0566	1.0257	1.0374	1.0645	1.0832	1.0296	1.1116	1.0828	1.037	1.0536	0.9848
SW684 Avapritinib 3	1	1.0555	1.0327	1.0647	1.0207	1.0632	1.0067	1.1314	1.0716	1.0269	0.9937	0.9097
SW684 Axitinib 1	1	1.2471	1.1789	1.2494	1.1899	1.2306	1.1894	1.1363	1.1332	1.1725	0.9364	0.465
SW684 Axitinib 2	1	1.1501	1.1539	1.1799	1.1819	1.1961	1.1704	1.1583	1.0867	1.1022	0.9607	0.4803
SW684 Axitinib 3	1	1.1143	1.1748	1.1874	1.191	1.1316	1.0843	1.1383	1.147	1.1349	1.0383	0.5342
SW684 BAY-1895344 1	1	1.2034	1.2357	1.2733	1.2323	1.2358	1.1216	1.0964	0.9543	0.7004	0.4495	0.3596
SW684 BAY-1895344 2	1	1.1292	1.1712	1.1035	1.094	1.0756	1.0184	1.0083	0.8826	0.6928	0.447	0.3788
SW684 BAY-1895344 3	1	1.0941	1.159	1.1719	1.1728	1.1231	1.0329	1.0179	0.9201	0.7634	0.4878	0.3622
SW684 BMS-986165 1	1	1.1809	1.1677	1.1783	1.1485	1.1544	1.1884	1.1846	1.2239	1.1305	1.0812	1.1561
SW684 BMS-986165 2	1	1.1541	1.2623	1.1792	1.1984	1.2179	1.1979	1.2596	1.1764	1.1351	1.1903	1.1101
SW684 BMS-986165 3	1	1.146	1.0312	1.1814	1.1155	1.1481	1.111	1.0864	1.1874	1.1834	1.1512	1.0836
SW684 Barasertib 1	1	1.1393	1.117	1.105	1.1409	1.1209	1.079	1.0906	1.1331	1.1202	0.9871	0.7952
SW684 Barasertib 2	1	1.0926	1.139	1.209	1.1735	1.1479	1.0238	1.0644	1.1177	1.0895	1.0094	0.8322
SW684 Barasertib 3	1	1.0884	1.0831	1.129	1.1244	1.1041	1.0179	1.0121	1.0782	1.0328	0.9353	0.8214
SW684 Baricitinib 1	1	1.1118	1.0764	1.1463	1.1142	1.2178	1.075	1.1594	1.0601	1.1278	1.063	0.9376
SW684 Baricitinib 2	1	1.0621	1.0513	1.1234	1.0911	1.0916	1.099	1.0597	1.0275	1.0891	1.0975	0.9622
SW684 Baricitinib 3	1	1.01	0.9957	1.0825	1.0686	1.0731	1.0354	1.0426	1.0129	0.9937	1.0	0.845
SW684 Belizatinib 1	1	1.1815	1.2443	1.2132	1.318	1.3264	1.2253	1.1762	1.1911	1.0868	0.8302	0.4207
SW684 Belizatinib 2	1	1.1663	1.1617	1.1651	1.1256	1.116	1.1691	1.1601	1.1405	1.1386	0.7629	0.4061
SW684 Belizatinib 3	1	1.1597	1.1029	1.1919	1.1941	1.1992	1.1133	1.1524	1.1941	1.0422	0.8021	0.3165
SW684 Binimetinib 1	1	1.1671	1.1595	1.0809	1.1432	1.1861	1.1445	1.0877	1.0802	0.9796	0.8791	0.6422
SW684 Binimetinib 2	1	1.1074	1.2143	1.1413	1.1142	1.135	1.1665	1.0972	1.021	0.9656	0.8518	0.6606
SW684 Binimetinib 3	1	1.0966	1.1221	1.1156	1.0867	1.1136	1.038	0.9918	0.9378	0.9135	0.8106	0.6245
SW684 Bosutinib 1	1	1.2565	1.2617	1.3129	1.2489	1.2698	1.3132	1.3114	1.2577	1.0612	0.5833	0.1049
SW684 Bosutinib 2	1	1.2425	1.2466	1.2952	1.288	1.2549	1.2202	1.2958	1.3218	1.0269	0.6359	0.0991
SW684 Bosutinib 3	1	1.2296	1.235	1.3091	1.2615	1.2199	1.3061	1.3938	1.3474	1.0548	0.5799	0.0981
SW684 Brigatinib 1	1	1.1013	1.1005	1.0564	1.0348	1.0393	1.0186	1.0355	1.0569	0.9483	0.5954	0.2472
SW684 Brigatinib 2	1	1.0418	1.0405	1.04	0.9999	1.0382	1.078	1.0558	1.0269	0.9258	0.5771	0.2507
SW684 Brigatinib 3	1	0.9877	1.0219	1.0618	0.941	1.0915	1.0864	1.0412	0.9885	0.8888	0.5456	0.2515
SW684 Brivanib 1	1	1.1362	1.1304	1.1405	1.1075	1.1425	1.1788	1.1539	1.1574	1.1529	1.213	1.1881
SW684 Brivanib 2	1	1.1036	1.1191	1.1213	1.195	1.1484	1.1502	1.1138	1.1737	1.1027	1.1621	1.2345
SW684 Brivanib 3	1	1.0627	1.0828	1.0891	1.0924	1.146	1.1103	1.0868	1.1247	1.0907	1.1014	1.2026
SW684 Brivanib_alaninate 1	1	1.1577	1.1483	1.1657	1.1472	1.0716	1.0571	1.0716	1.1512	1.1396	1.1207	1.2208
SW684 Brivanib_alaninate 2	1	1.1542	1.1676	1.2045	1.1742	1.1031	1.0925	1.1229	1.1639	1.1397	1.1063	1.1041
SW684 Brivanib_alaninate 3	1	1.1382	1.1432	1.1503	1.1084	1.0634	1.0595	1.0853	1.1908	1.1436	1.1548	1.235
SW684 Buparlisib 1	1	1.1582	1.2137	1.166	1.1556	1.0913	1.1491	1.0509	0.9373	0.5861	0.4019	0.2857
SW684 Buparlisib 2	1	1.1182	1.1456	1.0877	1.0777	1.0231	1.0013	1.0266	0.9249	0.6451	0.379	0.2866
SW684 Buparlisib 3	1	1.0701	1.0631	1.082	1.1001	1.118	1.1158	1.0214	0.8364	0.5655	0.3584	0.2749
SW684 Cabozantinib 1	1	1.2064	1.2051	1.1693	1.1909	1.2434	1.1223	0.9963	0.8809	0.7999	0.6183	0.4752
SW684 Cabozantinib 2	1	1.1472	1.1667	1.1895	1.1504	1.1844	1.13	0.9204	0.8294	0.8794	0.704	0.3133
SW684 Cabozantinib 3	1	1.1463	1.2108	1.2384	1.2436	1.1913	1.11	0.9189	0.8333	0.8757	0.6334	0.3522
SW684 Capmatinib 1	1	1.2041	1.2434	1.2421	1.1114	1.1005	1.1317	1.1435	1.2034	1.177	1.0666	1.0193
SW684 Capmatinib 2	1	1.1772	1.1826	1.1856	1.2163	1.1691	1.1339	1.1451	1.1803	1.22	1.1624	1.1062
SW684 Capmatinib 3	1	1.1741	1.1612	1.1485	1.1286	1.0823	1.1169	1.0938	1.0469	1.1014	1.1515	1.0396
SW684 Cediranib 1	1	1.2041	1.0961	1.2051	1.2285	1.1839	1.1714	1.1576	1.1554	1.1964	1.1926	1.0535
SW684 Cediranib 2	1	1.1903	1.2474	1.168	1.1791	1.176	1.1561	1.1709	1.2187	1.2313	1.2244	0.9504
SW684 Cediranib 3	1	1.1569	1.1705	1.1447	1.1119	1.1239	1.1787	1.1144	1.2011	1.1617	1.1462	0.9564
SW684 Ceritinib 1	1	1.0942	1.0729	1.1003	1.0623	1.1522	1.0916	1.1289	1.1206	1.2182	0.9118	-0.0209
SW684 Ceritinib 2	1	1.0787	1.0869	1.0658	1.0798	1.1162	1.0968	1.1161	1.0232	1.0887	0.8766	-0.021
SW684 Ceritinib 3	1	1.0318	1.0892	1.1013	1.0992	1.0972	1.0956	1.1204	1.096	1.1445	0.861	-0.0216
SW684 Certican 1	1	1.1228	1.1248	1.0731	1.0298	0.9517	0.838	0.846	0.8117	0.842	0.8752	0.8336
SW684 Certican 2	1	1.0736	1.1173	1.0634	1.0454	0.8643	0.8342	0.8305	0.8331	0.8087	0.8305	0.7505
SW684 Certican 3	1	1.0574	1.1326	1.0695	1.0002	0.9254	0.8156	0.8554	0.7942	0.8392	0.9103	0.836
SW684 Cobimetinib 1	1	1.2769	1.1739	1.1668	1.2382	1.113	1.0603	0.9277	0.7143	0.5391	0.3713	-0.006
SW684 Cobimetinib 2	1	1.2258	1.1318	1.22	1.2313	1.1832	1.0702	0.9393	0.7439	0.5471	0.3403	-0.005
SW684 Cobimetinib 3	1	1.175	1.1492	1.1174	1.1288	1.1002	1.0581	0.9573	0.7569	0.5222	0.3583	-0.002
SW684 Copanlisib 1	1	1.159	1.1909	0.9839	0.7553	0.6588	0.5343	0.4809	0.4501	0.4393	0.4027	0.3658
SW684 Copanlisib 2	1	1.0751	1.0778	0.9851	0.7472	0.6216	0.4992	0.4588	0.4155	0.4058	0.4089	0.3684
SW684 Copanlisib 3	1	1.0397	1.0909	1.0296	0.7425	0.6122	0.5133	0.466	0.4386	0.4287	0.3983	0.3698
SW684 Crenolanib 1	1	1.0775	1.0955	1.1301	1.0097	1.0252	1.0541	1.0334	1.0662	1.1975	1.0168	0.4381
SW684 Crenolanib 2	1	1.0181	1.0417	1.1149	1.0778	1.0406	1.0901	1.1522	1.1649	1.1722	0.9949	0.4198
SW684 Crenolanib 3	1	0.9717	1.0227	1.0023	1.0307	1.0608	1.0085	1.041	1.0572	1.0916	0.9213	0.4115
SW684 Crizotinib 1	1	1.1971	1.2243	1.1953	1.2526	1.2608	1.2172	1.172	1.1155	0.9819	0.718	0.0269
SW684 Crizotinib 2	1	1.1922	1.1085	1.1058	1.2015	1.1734	1.1801	1.1505	1.0703	1.0194	0.7066	0.0292
SW684 Crizotinib 3	1	1.0887	1.2309	1.1978	1.2235	1.2026	1.27	1.1968	1.0917	0.9256	0.7877	0.0198
SW684 Dabrafenib 1	1	1.1408	1.123	1.1348	1.1326	1.1744	1.1489	1.121	1.0212	0.9616	1.0539	1.1731
SW684 Dabrafenib 2	1	1.128	1.0643	1.1242	1.2421	1.1089	1.1429	1.1091	1.03	0.9731	1.1674	1.1417
SW684 Dabrafenib 3	1	1.1225	1.0911	1.1271	1.1551	1.0958	1.0821	1.1584	1.0233	0.9231	1.042	1.1518
SW684 Dacomitinib 1	1	1.2622	1.2759	1.1942	1.1558	1.1114	1.1136	1.1803	1.0982	0.9668	0.598	0.0048
SW684 Dacomitinib 2	1	1.2426	1.2244	1.217	1.1819	1.2522	1.1834	1.3013	1.1382	1.0606	0.6298	-0.0075
SW684 Dacomitinib 3	1	1.1474	1.1996	1.2116	1.1877	1.1646	1.1637	1.1743	0.9896	0.9892	0.5688	-0.0037
SW684 Dactinomycin 1	1	1.2449	1.234	1.1777	1.0614	0.8198	0.7171	0.7504	0.7625	0.796	0.8155	0.734
SW684 Dactinomycin 2	1	1.0905	1.1274	1.0465	0.9752	0.8873	0.8778	0.8501	0.8457	0.8282	0.8033	0.805
SW684 Dactinomycin 3	1	1.0476	1.1221	1.0358	0.9392	0.7974	0.4661	0.6874	0.7163	0.761	0.8284	0.7586
SW684 Dasatinib 1	1	1.1728	1.164	1.1948	1.2028	1.147	0.9975	0.7228	0.6523	0.606	0.6129	0.4475
SW684 Dasatinib 2	1	1.1705	1.1308	1.2061	1.1769	1.1686	1.0185	0.7636	0.6115	0.6016	0.6296	0.4575
SW684 Dasatinib 3	1	1.1539	1.1572	1.1374	1.1738	1.1292	0.995	0.732	0.6107	0.6095	0.6132	0.4648
SW684 Dinaciclib 1	1	0.9713	1.0275	1.0574	0.987	0.5933	0.6639	0.6829	0.7068	0.7042	0.7226	0.7406
SW684 Dinaciclib 2	1	0.9601	1.0146	1.0273	0.9717	0.8301	0.8187	0.7565	0.7312	0.6737	0.6962	0.6799
SW684 Dinaciclib 3	1	0.9488	0.9869	0.979	0.932	0.5823	0.6552	0.6896	0.6998	0.6896	0.6818	0.709
SW684 Dovitinib 1	1	1.1398	1.1549		1.1172	1.1667	1.1504	1.1359	1.1359	0.9408	0.6345	0.326
SW684 Dovitinib 2	1	1.1395	1.1791	1.1945	1.1913	1.1568	1.1897	1.0716	1.1292	1.0082	0.6645	0.304
SW684 Dovitinib 3	1	1.0715	1.1612	1.1475	1.154	1.2093	1.1139	1.1364	1.1489	0.9819	0.6699	0.2517
SW684 Doxorubicin_Hydrochloride 1	1	1.2412	1.2364	1.2657	1.1656	1.0838	0.9959	0.7704	0.7228	0.7982	0.8112	0.6663
SW684 Doxorubicin_Hydrochloride 2	1	1.196	1.2153	1.1524	1.15	1.0925	0.9436	0.8896	0.8721	0.8193	0.7663	0.6992
SW684 Doxorubicin_Hydrochloride 3	1	1.1848	1.1905	1.188	1.1561	1.0116	0.9407	0.8016	0.5968	0.8226	0.8313	0.7122
SW684 Duvelisib 1	1	1.1913	1.0863	1.0833	0.9133	0.8352	0.7636	0.6632	0.6474	0.5051	0.4816	0.4664
SW684 Duvelisib 2	1	1.1332	1.1152	1.0594	0.9004	0.8061	0.7478	0.6876	0.6251	0.5293	0.4853	0.4353
SW684 Duvelisib 3	1	1.1248	1.1348	1.1396	0.8839	0.8733	0.6531	0.6994	0.6256	0.5943	0.5362	0.4584
SW684 Edicotinib 1	1	1.1514	1.1989	1.2155	1.2105	1.1894	1.2028	1.1653	1.2523	1.2755	1.174	1.2014
