Genes	Proteins	N duplicates	Score	Raw DMSO	Raw 3nM	Raw 10nM	Raw 30nM	Raw 100nM	Raw 300nM	Raw 1000nM	Raw 3000nM	Raw 30000nM	Peptides	Name	Imputation N	Imputation Position	Ratio DMSO	Ratio 3nM	Ratio 10nM	Ratio 30nM	Ratio 100nM	Ratio 300nM	Ratio 1000nM	Ratio 3000nM	Ratio 30000nM	Signal Quality	pEC50	Curve Slope	Curve Front	Curve Back	Curve Fold Change	Curve AUC	Curve RMSE	Curve R2	pEC50 Error	Curve Slope Error	Curve Front Error	Curve Back Error	Null Model	Null RMSE	Curve F_Value	Curve P_Value	Curve Log P_Value	Curve F_Value SAM Corrected	Curve Relevance Score	Curve Regulation
TAOK2	Q9UL54	1	74.408	83751000	72650000	63249000	87292000	65763000	77830000	84809000	53013000	66959000	22	TAOK2	0		1.0	0.8674523289274158	0.7552029229501738	1.0422800921780038	0.7852204749794033	0.9293023366885171	1.012632684982866	0.6329834867643371	0.7995009014817733	26.31960308077591	5.749394431331217	10.0	0.9020158476688385	0.7162382874890479	-0.33271313871618863	0.8450510747496438	0.10154672575829801	0.38926538041880565	6.867119189355251	290.82289255402753	0.05561954740762044	0.13623922905442248	0.8489512869191919	0.13153779514044125	1.5253027501179006	0.35684763490750954	0.44751717728738494	0.3791459265155253	0.03716816873640095	
TAOK3	Q9H2K8	1	323.31	405600000	441000000	393290000	500170000	529630000	491370000	502910000	386750000	392460000	51	TAOK3	0		1.0	1.0872781065088757	0.9696499013806706	1.2331607495069032	1.3057938856015778	1.2114644970414201	1.2399161735700197	0.9535256410256411	0.967603550295858	28.595482411440152	5.730878085571045	10.0	1.1654487497745312	0.9601072669772395	-0.27961806028029007	1.1034356558361682	0.10747229009345131	0.3408228303306442	7.680039168716006	357.47693177370235	0.058865119249026654	0.14418920785264427	1.1076486876043088	0.13237179407172978	1.163346849917382	0.4805559354984155	0.31825605427127784	0.27814440763249354	0.014086885163425624	
TARDBP	Q13148	1	170.68	8087100	9686600	7985600	7194500	8110300	6614000	9841000	9389300	9897800	7	TARDBP	0		1.0	1.1977841253354107	0.9874491474075997	0.8896266894189512	1.0028687663068343	0.8178457048880315	1.2168762597222738	1.1610218743430896	1.223899791025213	22.94719102035047	6.197278839942771	10.0	0.9785211449556259	1.1973570240693299	0.29117846296480976	1.0701258491315069	0.09745027157360285	0.5258430459039318	19.450583120883483	982.7342323228545	0.05847054166235232	0.09245096131559026	1.064084491635777	0.14179599213328187	2.5136991065811705	0.17737108896418177	0.7511171676303156	0.4102640492233268	0.0457978831392799	
TARS	P26639;A2RTX5	1	85.269	7230000	963994	10334000	8116200	963994	963994	10881000	18737000	14956000	31	TARS	3	3nM;100nM;300nM	1.0	0.13333250345781467	1.4293222683264177	1.1225726141078838	0.13333250345781467	0.13333250345781467	1.5049792531120332	2.5915629322268328	2.068603042876902	22.785564216500568	6.0020647797812705	4.777228670001496	0.6527636364447527	2.3133540913258908	1.8253534223953352	1.2668441921550762	0.4596696144604891	0.6954424746910423	0.14693990505689353	69.73575538581464	0.26321782410466277	0.5459667836996747	1.22731965634642	0.8393044210161323	5.251186210049534	0.046750029601779784	1.3302181097992594	2.9238563178071235	0.8583691393823171	
TBCA	O75347	1	51.568	10280000	12237000	17075000	11553000	14352000	12668000	15046000	35255000	18185000	9	TBCA	0		1.0	1.1903696498054475	1.6609922178988328	1.1238326848249027	1.3961089494163423	1.232295719844358	1.4636186770428015	3.429474708171206	1.7689688715953307	23.293336928743326	5.8908703749225255	8.17473941782323	1.3098854173092873	2.593828619145079	0.9856425431801341	1.7489913055712376	0.42979646722995934	0.6157924298685491	7.893532132182544	589.7299066281762	0.23541640519189005	0.5766185694609128	1.712144567494762	0.7049410333278939	3.8028849177128268	0.08711348062773326	1.0599146336350098	1.6117422048014722	0.4769449627145305	
TBCB	Q99426	1	12.971	963994	963994	2830600	963994	963994	963994	2679500	963994	5595600	6	TBCB	6	DMSO;3nM;30nM;100nM;300nM;3000nM	1.0	1.0	2.936325329825704	1.0	1.0	1.0	2.7795816156532096	1.0	5.804600443571226	19.87866464143439	4.928647983065277	2.627308144999605	1.529247497890312	6.115635929959087	1.9114642387229992	2.010118004157655	0.7712999026173871	0.7558968539683133	37.97757310653022	146.6396273576342	0.4292393338184176	133.03028277997336	2.0755316303436935	1.5664260849280451	7.0301667158271615	0.025545893485434446	1.5926789029637944	3.71393511535925	1.0410358577715888	up
TBCD	Q9BTW9	1	18.025	4219000	963994	4150700	4388800	3844900	3631900	3716000	3338800	4502000	12	TBCD	1	3nM	1.0	0.22848874140791656	0.9838113296989808	1.0402465039108792	0.9113296989808012	0.8608438018487793	0.8807774354112349	0.7913723631192225	1.0670775065181322	22.008469656881438	8.21929804951417	10.0	0.4854792576368486	0.9292494683043341	0.93544354645578	0.8955650161594775	0.20868803875496472	0.2415982526381767	17.891433377791294	810.4570931779291	0.2799843830974772	0.11430376768674551	0.8654811110908527	0.2396502966204524	0.7171762536194727	0.7071518286672516	0.15048733121972646	0.46247412306477653	0.06147037056718122	
TBK1	Q9UHD2	1	323.31	1389800000	1185300000	1173300000	1401800000	1177700000	1472500000	1614800000	1264700000	1184300000	64	TBK1	0		1.0	0.852856526118866	0.8442221902432004	1.0086343358756655	0.8473881133976112	1.0595049647431285	1.1618937976687294	0.9099870484961865	0.8521369981292273	30.372230139979383	5.534971966812863	10.0	0.9658669465971372	0.8693023284082055	-0.1519664548340061	0.9414338477198345	0.10115504851450498	0.12412336058584938	74.70899208265821	61763.452611142966	0.05540501616420948	0.1357137389139753	0.9430576618661235	0.10822278931027389	0.325400875483904	0.9466233908472274	0.023822768418236554	0.0799812256127897	-0.0	
TBKBP1	A7MCY6	1	109.14	21654000	22744000	20189000	22977000	27903000	25241000	24296000	17870000	17911000	22	TBKBP1	0		1.0	1.0503371201625566	0.9323450632677566	1.0610972568578554	1.2885840953172625	1.1656506880945783	1.1220097903389674	0.8252516856008127	0.8271451002124319	24.368130213280477	5.753768950340367	10.0	1.0986258535430127	0.8258045372853016	-0.4118278973945274	1.014672582064711	0.09562073057121763	0.5637289961734662	4.371008810166001	183.1089988013407	0.05237373948700895	0.12828867220799964	1.0204199259685542	0.14510308038132075	2.9312156345581903	0.13797217198846187	0.8602084988926518	0.6482831184070312	0.12511955850892623	
TCEB1	Q15369	1	34.203	10489000	9510600	12604000	10856000	11815000	11948000	11266000	11394000	11941000	5	TCEB1	0		1.0	0.9067213271045858	1.2016398131375727	1.0349890361330918	1.1264181523500811	1.139098102774335	1.0740776051101153	1.086280865668796	1.1384307369625322	23.322373805061844	8.291716660035386	10.0	0.9374687821097442	1.1117109164480867	0.24463764357367246	1.1016321639513422	0.050180722487957664	0.6366178921392716	7.180616938802892	301.8767933777042	0.06732450398546441	0.0274852622139505	1.0894270187815809	0.08394190739504882	4.046023858756053	0.07762576015665273	1.1099941339300399	0.3883516775728174	0.039658865840518163	not
TCEB2	Q15370	1	14.843	963994	5410600	5611400	5066300	3433000	963994	963994	5978600	963994	5	TCEB2	4	DMSO;300nM;1000nM;30000nM	1.0	5.61269053541827	5.8209905870783425	5.255530636082797	3.561225484805922	1.0	1.0	6.2019058209905875	1.0	19.87866464143439	7.054387640249223	4.868901847991864	5.038111127877367	2.5803190997760455	-0.9653334046180366	3.4826305364774175	2.0532911588643943	0.1589379257061473	2.1646938103190485	189.17225137853214	1.561277111466188	1.4205257870387418	3.586638067169585	2.248097451909417	0.4471910539531252	0.8775167687270345	0.05674457572135557	0.317018767602987	0.02194679662830717	
TCP1	P17987	1	182.84	28976000	32165000	32962000	29887000	30831000	32684000	31844000	48007000	43815000	29	TCP1	0		1.0	1.1100565985643291	1.137562120375483	1.0314398122584207	1.0640184980673661	1.1279679734953065	1.098978464936499	1.6567849254555493	1.5121134732192159	24.788355115612255	5.776745270985791	10.0	1.0888472884168754	1.5846340868511901	0.5413481120237306	1.244259906027743	0.05465571328360255	0.9359781983151176	1.6099123346810094	70.61160603626462	0.02993622915778595	0.07332833417402672	1.2336376523807502	0.21975884173434243	34.125091972500236	0.0006430407115886906	3.1917615305616094	2.216532084047378	0.6670621940225004	
TEC	P42680;REV__Q9BZC7	1	323.31	316410000	297880000	269850000	288640000	150400000	60632000	19168000	3562200	2102500	51	TEC	0		1.0	0.9414367434657565	0.8528491514174646	0.9122341266078822	0.47533263803293196	0.1916247906197655	0.06057962769823962	0.011258177680857117	0.006644859517714358	28.237219955377455	6.956292960643869	1.529430911969843	0.9412840630231051	0.016000167609062935	-5.857039969582971	0.3786352507550279	0.04275044429630015	0.9891078200847575	0.07172487568720924	0.35252477095192336	0.03629219346404632	0.0378317240131317	0.4192208684934104	0.4165111636913558	211.3270311903589	6.6095540526451934e-06	5.17982784142341	75.55005663184454	4.0506025086355395	down
TECR	Q9NZ01	1	94.428	70913000	54243000	54528000	61709000	46696000	51811000	52964000	50508000	62552000	18	TECR	0		1.0	0.7649232157714383	0.7689422249799049	0.8702071552465698	0.6584970315739004	0.7306276705258556	0.7468870305867753	0.7122530424604797	0.8820949614316134	26.07954679543246	10.432530827055855	0.6426284828666324	0.9999542383011074	0.7642340351077568	-0.024613515506045736	0.7665206789774044	0.06693033527499212	0.5456828789381473	34.71988817495801	11.56088042365295	0.08979646589069144	0.055467590950297456	0.7759283043469298	0.10070754616071735	2.844018820900203	0.14513428134962567	0.83822999319626	0.0074305154524922515	-0.0	
TFRC	P02786;Q9UP52	1	262.0	47760000	56602000	55611000	49057000	45701000	45090000	43153000	53459000	51520000	25	TFRC	0		1.0	1.1851340033500837	1.1643844221105528	1.0271566164154105	0.9568886097152429	0.9440954773869347	0.9035385259631491	1.1193257956448912	1.0787269681742044	25.509299500814254	7.706750629469416	6.012231734319294	1.1456390980191322	1.011163561983918	-0.18013415440573044	1.038600908546475	0.08065232697390395	0.2752620774524137	1.7505181937121557	54.48352901146996	0.076571898707928	0.04840718711063727	1.0463028282437832	0.09482993959391772	0.8605677264222185	0.624515730009438	0.20445661834626722	0.14998823148103738	0.0003276130312272493	not
TGFBR1	P36897;Q8NER5	1	323.31	102120000	74387000	88678000	105540000	84004000	101650000	82310000	46670000	16166000	26	TGFBR1	0		1.0	0.7284273403838621	0.868370544457501	1.0334900117508814	0.8226008617312965	0.995397571484528	0.8060125342734038	0.45701135918527225	0.15830395613004308	26.60569020195657	5.611238919948625	1.9486936148474876	0.9020430425912805	0.19855568530055023	-2.1457470891040704	0.7103356107770069	0.09311488944917323	0.881826351492954	0.18152820126744895	1.5289261889741834	0.053461095774819715	0.1325854652025925	0.7223381617403356	0.2739469642953989	17.224989786708456	0.0033592887300093474	2.473752667054174	7.415769714795546	1.6423025633888229	down
TGFBR2	P37173	1	80.263	11965000	13627000	13288000	10859000	15358000	12751000	11898000	8516100	963994	11	TGFBR2	1	30000nM	1.0	1.1389051399916423	1.1105725031341414	0.9075637275386544	1.2835770998746343	1.0656916005014625	0.9944003343083995	0.7117509402423736	0.08056782281654827	23.51231706108795	5.277805348293374	1.2652578821478067	1.0989534422339853	0.0001	-3.3234251629679403	0.881657787169581	0.09783554938280999	0.9136584520522375	0.5419612398676461	1.3075886725617145	0.060999649632554956	0.45372413238849124	0.8869872994953228	0.3347344905534619	24.08844126608292	0.0015043909086148847	2.8226392997845484	12.287813884088418	2.1312041579170415	down
TIA1	P31483	1	11.939	5287700	6035900	9781700	9723700	10142000	8911700	9391500	7840600	7746300	8	TIA1	0		1.0	1.141498193921743	1.8498969306125537	1.8389280783705582	1.9180361972123985	1.68536414698262	1.776103031563818	1.4827997049756982	1.4649658641753502	22.334208896549917	8.371030699815352	5.026323488112647	1.0242555095961643	1.6962219587685397	0.5948243159035778	1.6684029762097672	0.15000352191423985	0.7630487804131482	0.6449842064781559	20.318179926509753	0.20125083619806283	0.08226697470109562	1.61989653782872	0.31169509277597157	7.464926878848956	0.022466031428147324	1.648473637909147	1.4817616678871133	0.4324760844154954	
TIAL1	Q01085	1	67.218	16598000	20944000	26478000	30601000	27427000	25804000	29703000	17999000	22589000	13	TIAL1	0		1.0	1.2618387757561151	1.5952524400530184	1.8436558621520664	1.6524280033739005	1.5546451379684298	1.7895529581877334	1.0844077599710809	1.3609471020604893	23.984506076632265	5.746775992731793	10.0	1.5870414544165075	1.2225804721453835	-0.37641038394090787	1.4755257561652348	0.25860328419563716	0.16616720586371536	9.008022939468617	385.1070799057049	0.1416431451876507	0.34695271370591824	1.4831594631419909	0.2841216873233909	0.4659590429159241	0.8658396571279856	0.0625625265415433	0.20950240621983907	0.004156123958206551	
TIMM50	Q3ZCQ8	1	173.31	17681000	17429000	15900000	17642000	15031000	18596000	17913000	18140000	20582000	12	TIMM50	0		1.0	0.9857474124766699	0.8992704032577343	0.9977942424071037	0.8501215994570442	1.0517504666025677	1.0131214297833833	1.02596007013178	1.1640744301792885	24.075696537031504	4.827081195222044	0.6111924361344937	0.9465598365203836	1.2995169621690932	0.29072269224294056	1.0045226249707406	0.055240845019645234	0.5657610259790242	5.63569107411339	1.6065221961942973	0.05103397853870074	1.3026426521725596	1.0030247593026846	0.08394344601325587	2.945597256937183	0.13683752585046094	0.8637947868635186	0.4359049754608598	0.05332494613521903	not
TIMM9	Q9Y5J7	1	13.175	5447300	963994	6361600	963994	8129500	6748400	963994	963994	6553400	5	TIMM9	4	3nM;30nM;1000nM;3000nM	1.0	0.1769673049033466	1.1678446202705928	0.1769673049033466	1.4923907256806124	1.2388522754392084	0.1769673049033466	0.1769673049033466	1.2030547243588567	22.377109892458833	6.25922807800483	10.0	0.8699612963834279	0.5363081326754794	-0.697889087660009	0.7251266843419999	0.5048220356198835	0.09896976048432138	29.863219055206965	1140.726702755479	0.3028951881849423	0.47892401023224046	0.7353863734891952	0.5322504758365205	0.2511401474111241	0.9782972061057055	0.009529186763256954	0.1759954601444374	0.0014314780981606518	
TIMMDC1	Q9NPL8	1	2.653	963994	963994	963994	963994	963994	963994	1298200	1414100	1437200	2	TIMMDC1	6	DMSO;3nM;10nM;30nM;100nM;300nM	1.0	1.0	1.0	1.0	1.0	1.0	1.346688879806306	1.4669178438869952	1.4908806486347426	19.87866464143439	6.143527451121951	2.928835492531562	0.9961268033751767	1.4773295110491835	0.5685818422847224	1.1910922575160916	0.01157574672492596	0.9969084766189642	0.029816041042237132	0.45843935151194204	0.007055111696149404	0.011730316652019398	1.177916164814942	0.21078634210956157	743.8025531626265	2.681934969134122e-07	6.571551757017086	3.7970126028956637	1.0586777625118444	up
TKT	P29401	1	279.12	37833000	42243000	67320000	41758000	53898000	56264000	47437000	107200000	94454000	27	TKT	0		1.0	1.1165649036555387	1.779398937435572	1.1037454074485238	1.4246292918880343	1.4871672878175137	1.2538524568498401	2.8335051410144585	2.4966034943039146	25.173141844868415	5.766324491091342	10.0	1.3500206016768401	2.6660211407733003	0.9817067972668699	1.759114419632966	0.23926867191201334	0.8466479481705562	2.3828080494821573	100.49880767489054	0.1310531204256097	0.32101260925963276	1.731150969137647	0.6227772127586808	12.993204183619845	0.0064999949447023565	2.1870869811246405	3.265118901786813	0.9407882657654587	
TLN1	Q9Y490;Q9Y4G6	1	323.31	14794000	15414000	20746000	16346000	22299000	16459000	22292000	30481000	27492000	44	TLN1	0		1.0	1.0419088819791809	1.4023252670001352	1.1049073948898203	1.5073002568608895	1.1125456266053806	1.5068270920643505	2.060362309044207	1.8583209409219954	23.81850884510976	5.944949661856292	4.140116410417058	1.2313023036100508	1.955528765712373	0.6673730568643825	1.4887776754085742	0.16628885062662455	0.7791772667781949	0.3417604150106007	21.44086002982261	0.09227865228895439	0.21819668710198825	1.4712331402543652	0.3610874747249237	8.359162539445405	0.01757214439167236	1.7551752367606384	1.7689975219743728	0.5290035042442424	
TM9SF2	Q99805	1	81.113	11641000	8191300	9526500	10461000	6663600	8144500	9449800	8460100	11032000	11	TM9SF2	0		1.0	0.7036594794261661	0.818357529421871	0.8986341379606563	0.5724250493943819	0.6996392062537583	0.8117687483893137	0.726750279185637	0.9476849067949489	23.47271166000696	4.91697717350983	2.969767909643744	0.7610752973854263	0.9573563295657609	0.3121784504473427	0.7808828685751552	0.1182804968562972	0.15196351813616038	298.3166849015844	1317.0700550958877	0.06545416084961274	40.17686195327048	0.7840585001288548	0.12915957388891716	0.43293063741533544	0.8862695524320996	0.052434170517254804	0.17540054418756698	0.00139646859297343	
TM9SF3	Q9HD45	1	73.006	25681000	21345000	22227000	23555000	19207000	19179000	22067000	15538000	23863000	14	TM9SF3	0		1.0	0.831159222771699	0.865503679763249	0.9172150617187804	0.7479070129667847	0.7468167127448309	0.859273392780655	0.605038744597173	0.9292083641602741	24.61419804529137	7.255796360862011	10.0	0.8852949390323381	0.7725046525509375	-0.19661455211784168	0.8082332988344576	0.09364467488411347	0.2991964606748071	16.31537330934151	627.0837958659646	0.07253763813456547	0.06281926776373346	0.8138626880692998	0.11358515382036713	1.0602400338474158	0.5249563344156701	0.2798768194721341	0.18119803591361514	0.0017575296649354488	
TMCO1	Q9UM00	1	31.142	7838300	8561000	6610400	7645200	10279000	8322200	6095000	6303000	9373900	4	TMCO1	0		1.0	1.0922011150376996	0.8433461337279767	0.9753645560899685	1.3113812944133294	1.0617353252618553	0.7775920799152878	0.8041284462192057	1.1959098273860402	22.902109360461488	4.7828164137846425	5.481921445981755	0.9799848793074588	1.2038824894938638	0.28711049328090543	0.9946983586649245	0.15637795288992218	0.15418698943571651	614772.1932190645	4334660.05289483	0.08569255424089985	83983.35942446595	1.0015753514056718	0.17011682962369978	0.4127232583189564	0.898453531791669	0.046504379777414694	0.15996597326786263	0.0006495605440087488	
TMED10	P49755	1	39.985	963994	10195000	7802300	7415400	7983500	7673300	8773700	15299000	9001200	6	TMED10	1	DMSO	1.0	10.57579196551016	8.093722575036773	7.692371529283378	8.281690549941182	7.9599043147571455	9.101405195468022	15.870430728821963	9.337402514953412	19.87866464143439	5.9472990443695535	9.538530550824815	8.004118723310707	12.598783340744138	0.6544699483037544	9.640302110455501	2.9287534892581832	0.33950757127829045	67.93728484296663	12289.88761867517	1.6045704927361137	3.926771101234077	9.499592081725375	3.70090308529573	1.3427939027871907	0.4135121589709821	0.3835117158662906	0.6132632132996539	0.11248177674595036	
TMED9	Q9BVK6	1	40.091	5930100	963994	7910900	5804200	6310300	7240000	6827200	8597700	7631100	5	TMED9	1	3nM	1.0	0.1625594846629905	1.3340247213369083	0.9787693293536366	1.0641135899900507	1.2208900355811876	1.1512790678066138	1.449840643496737	1.2868417058734254	22.49962500264312	8.242535782948723	10.0	0.4414890469369884	1.2221674580673694	1.4649928577046527	1.1674397158761751	0.24695111557537394	0.513009041622942	8.228627002756092	333.5249281706188	0.33131968873955475	0.13526142965148216	1.1137283649387155	0.3563231684184694	2.4343426600477818	0.18654180175929266	0.7292238328141877	1.4661339450676822	0.4270422025337971	
TMEM109	Q9BVC6	1	8.2903	7657500	8183200	963994	8338500	10590000	9143300	9342500	963994	963994	4	TMEM109	3	10nM;3000nM;30000nM	1.0	1.0686516487104147	0.1258888671237349	1.088932419196866	1.3829578844270323	1.1940319947763631	1.2200457068233759	0.1258888671237349	0.1258888671237349	22.86844203114841	5.73876884418857	10.0	1.0054269129181044	0.12408422971528209	-3.0184165369789246	0.7375229523552163	0.3349456705545085	0.5469218578011854	5.110443425587198	227.12590055610497	0.18345767860484744	0.4493767730162543	0.7558217785479293	0.5010795449809305	2.7855525178233758	0.15022314545741713	0.8232631487564392	2.1069566931160755	0.6345879796665282	
TMEM33	P57088	1	72.012	30504000	23324000	20236000	25269000	22826000	24053000	20180000	15692000	21554000	9	TMEM33	0		1.0	0.7646210333071073	0.6633884080776291	0.8283831628638867	0.7482953055337005	0.7885195384211907	0.6615525832677681	0.514424337791765	0.7065958562811434	24.8624951003882	6.102325950570702	4.333819036510136	0.7729776980068185	0.608464023764255	-0.3452547700769306	0.7080175316644682	0.09791115091045366	0.3942615120970636	1.2151576649969182	49.39672774198956	0.05884074236188568	0.09492607566748607	0.7120289394581292	0.1292665150451259	1.6718437612090482	0.3183713217407511	0.4970660595608694	0.4118853980417919	0.04626329208489499	
TMEM43	Q9BTV4	1	35.163	11863000	9614300	6455600	11309000	5967700	7548000	5455700	4348800	9297500	9	TMEM43	0		1.0	0.8104442383882661	0.5441793812694934	0.9533001770209897	0.5030515046784119	0.6362640141616792	0.4598921014920341	0.36658518081429653	0.7837393576666948	23.499965559240312	7.21159299041794	10.0	0.7825641785410693	0.5470912931067476	-0.5164274775699418	0.6242843531883409	0.16341367381212013	0.40331094082764063	24.799739823313633	1164.9382819738807	0.12658105476773948	0.10962212009425285	0.6356000233434271	0.21484000153242194	1.6389828161499218	0.32651318521020495	0.48609927641520256	0.5865072025935872	0.10298031527191859	
TMPO	P42166	1	157.35	13077000	16629000	17433000	14650000	15780000	14252000	17075000	26546000	20923000	16	TMPO	0		1.0	1.2716219316356963	1.3331039229181005	1.1202875277204252	1.2066987841247994	1.0898524126328668	1.3057276133669802	2.0299762942570925	1.5999847059723178	23.640528273737242	5.882562094088156	6.03227511532932	1.193325219974828	1.8107296764148082	0.6015839015386835	1.4031938597699198	0.13893584278196286	0.7808120467537885	1.149691938046481	57.82071934385411	0.07612680008628243	0.18636441286610142	1.3871506638196243	0.30248442988437424	8.414978093642153	0.017317709552076687	1.7615095485007117	1.5817844709532092	0.46681134205558694	
TMPO	P42167	1	21.937	4416800	4069000	4359800	3901700	4564500	4581900	4180600	963994	6040100	15	TMPO	1	3000nM	1.0	0.9212552073899656	0.9870947292157218	0.8833771055968122	1.0334404999094366	1.0373800036225322	0.946522369136026	0.21825620358630682	1.367528527440681	22.074570075566665	4.760498887257715	10.0	0.8613059500217162	1.369721075785721	0.6670401682100358	0.8915315334792668	0.24049650390321614	0.28775612831153063	118775154614.6704	1549408184317.385	0.13172549020412944	7627778549.710036	0.9086906462040042	0.28598171632355907	0.9315702702186183	0.5870022701354922	0.2313602191860976	0.4807399702693322	0.06725154456995999	
TMSB4X	P62328	1	28.397	963994	2517000	2171600	963994	2321600	963994	963994	10737000	3295400	5	TMSB4X	4	DMSO;30nM;300nM;1000nM	1.0	2.611012101735073	2.2527111164592313	1.0	2.408313744691357	1.0	1.0	11.138036128855573	3.4184860071743186	19.87866464143439	5.8146762099094085	10.0	1.6610433906338729	7.2827824762378555	2.1323999944380847	3.4765804650312244	1.9297597330669933	0.5976989520577357	9.172380954373414	492.5126666548282	1.05697514677403	2.589044360743526	3.3472096299354557	3.079701813226827	3.4805113293684387	0.10233456837846351	0.9899776378413528	2.2744271001034786	0.6838895137982396	
TMX1	Q9H3N1	1	36.065	6772600	6189600	6101200	6185000	963994	963994	963994	7119400	6714400	7	TMX1	3	100nM;300nM;1000nM	1.0	0.9139178454360216	0.9008652511590822	0.9132386380415203	0.1423373593597732	0.1423373593597732	0.1423373593597732	1.051206331394147	0.9914065499217435	22.691278359846553	5.67775275756068	10.0	0.5514546525442463	1.02437562605565	0.8934306715492623	0.6879956880869209	0.3481034364887544	0.1990663541919031	25.1763961483506	1622.8556260334667	0.19066449802203791	0.4670297684613004	0.6801111832974043	0.389057786382687	0.5605681452027375	0.8055253164718486	0.09392080579566564	0.3723061753481822	0.03535358707522961	
TNIK	Q9UKE5	1	53.87	12070000	10367000	7238900	8952100	10790000	6803200	6695400	963994	963994	18	TNIK	2	3000nM;30000nM	1.0	0.8589063794531897	0.5997431648715824	0.7416818558409279	0.8939519469759735	0.563645401822701	0.5547141673570837	0.07986694283347141	0.07986694283347141	23.52492234030447	5.929990192360974	1.68945518565717	0.7679946974588233	0.04660176417844322	-3.95217777126867	0.5140324805445973	0.12810510256646565	0.8317554793924348	0.27584574468950307	1.5865465472962048	0.07923969648706489	0.1767629109148948	0.5310568319418775	0.3191887137179566	11.7183373226971	0.008242346469316889	2.0839491337388862	7.687015312219298	1.6759379954578504	down
TNK1	Q13470	1	105.49	11424000	12694000	9272900	13125000	15003000	11057000	10241000	7401700	5850500	24	TNK1	0		1.0	1.111169467787115	0.811703431372549	1.1488970588235294	1.3132878151260505	0.967874649859944	0.8964460784313726	0.6479079131652661	0.5121235994397759	23.445564548691188	5.835476745033124	1.6716397212264724	1.0731332150974513	0.5312910272211973	-1.0049128473830642	0.8951047792160614	0.12783658333532819	0.7076683991214168	0.3744198775446083	2.027664587047874	0.07748694485774897	0.18250246491456923	0.9067928854234002	0.23804183317487831	5.551511998190709	0.0417794001603648	1.3790377996097474	2.0760352758941556	0.6252726589383105	
TNK2	Q07912	1	198.66	42587000	39309000	36419000	30053000	13099000	963994	963994	963994	963994	32	TNK2	4	300nM;1000nM;3000nM;30000nM	1.0	0.9230281541315425	0.8551670697630732	0.7056848333998638	0.3075821260008923	0.022635874797473407	0.022635874797473407	0.022635874797473407	0.022635874797473407	25.343909768423266	7.228538057146676	1.5725849672343954	0.931046132311878	0.011227090169724755	-6.354164910789136	0.30944594565023786	0.031427880442990136	0.994087518488252	0.05399671233711556	0.2501041433984803	0.0292914781582745	0.024777765826518854	0.3545560300994705	0.41587282100712264	391.72930537482955	1.3752020968368573e-06	5.86163347413079	115.21036834106953	4.512287104888954	down
TNPO1	Q92973	1	82.43	18860000	18090000	17737000	15981000	12953000	18023000	15000000	17787000	17480000	18	TNPO1	0		1.0	0.9591728525980912	0.9404559915164369	0.8473488865323436	0.686797454931071	0.9556203605514316	0.7953340402969247	0.9431071049840933	0.926829268292683	24.168826340224545	7.902729521209587	4.616433759208572	0.9677565704558183	0.8659050089845862	-0.16022749132581035	0.8816990832285201	0.07909717565122286	0.2940753004194552	1.3669499062231703	60.902713096462584	0.07561784262138598	0.04751985022596198	0.888112815074639	0.09439053431903395	0.9541840526680232	0.5755462062364325	0.23991980442693922	0.13569101748816684	6.813807933793863e-05	not
TNPO3	Q9Y5L0	1	84.901	13619000	10592000	9508700	9814900	7131800	14341000	10112000	11353000	9164400	19	TNPO3	0		1.0	0.7777369850943535	0.698193699977972	0.7206769953741097	0.523665467361774	1.0530141713782215	0.7424921066157574	0.8336148028489611	0.6729128423525956	23.69911743892673	8.616303022658741	10.0	1.000000509935896	0.7518531323981776	-0.04879153317261853	0.752149664927916	0.1331761806333765	0.25621521785652146	8784.155409242227	940248.2893049341	0.17867459572801236	0.07294399202228904	0.7633893824803584	0.15533821415614174	0.8111599515600733	0.6519856095323917	0.18576198980434472	0.02252212183278065	-0.0	
TOMM70A	O94826	1	34.506	963994	3172400	2786300	963994	963994	963994	963994	963994	963994	5	TOMM70A	7	DMSO;30nM;100nM;300nM;1000nM;3000nM;30000nM	1.0	3.290891852023975	2.890370686954483	1.0	1.0	1.0	1.0	1.0	1.0	19.87866464143439	7.753676580744245	10.0	2.743646276888025	0.9990648712521071	-1.4574442129733272	1.3345488199931896	0.6112975350035623	0.5111069124620747	4.259063799028257	180.62975731212777	0.5799313620026052	0.3667794331465092	1.4383977573432072	0.8746623421295495	2.3563622295164253	0.19618960266938545	0.7073240123636283	1.4262191527592905	0.41307940567051116	
TOR1AIP1	Q5JTV8	1	60.052	2046100	2418600	2142300	2024100	2639800	2275900	963994	2792400	2023800	6	TOR1AIP1	1	1000nM	1.0	1.1820536630663212	1.047016274864376	0.9892478373491032	1.2901617711744293	1.1123112262352768	0.4711372855676653	1.3647426811983774	0.9891012169493182	20.964445225638382	5.670607441637392	10.0	1.0197986903716882	1.1746048475568214	0.2038911065488276	1.0642175576152286	0.23181660093179607	0.07532647490913325	57.54077252175894	3890.6106618540207	0.12697144356791173	0.311014606896216	1.0617531664367108	0.24138363666739257	0.18954651378998022	0.9945909440320888	0.0023554994319632616	0.07606791197114295	-0.0	
